sentence,true_label,scibert autogenerated 10 keywords using bm25
there is a 50% enhancement of the bulk modulus for nanocrystalline γ-fe2o3 as compared with bulk.,contradiction
hence  casio3 must be considered an invisible component  in terms of density and bulk modulus constraints  in the lower mantle. ,contradiction
pbs pressure is determined as 10 gpa  respectively.,contradiction
the static pressure of state of al has been measured to 220 gpa  corresponding to a compression of v/v0 = 0.5.,contradiction
the inverse of the bulk modulus gives a substances compressibility.,contradiction
bulk modulus is a property of a fluid which shows its ability to change its volume under its pressure.,contradiction
bulk modulus is a modulus associated with a volume strain  when a volume is compressed.,contradiction
strictly speaking  the bulk modulus is a thermodynamic quantity  and in order to specify a bulk modulus it is necessary to specify how the pressure varies during compression: constant-temperature  isothermal kt  constant-entropy  isentropic ks   and other variations are possible.,contradiction
the high pressure behavior of titanium nitride  tin  was investigated using synchrotron radial x-ray diffraction  rxrd  under nonhydrostatic compression up to 45.4 gpa in a diamond-anvil cell.,contradiction
the bulk modulus k or b of a substance is a measure of how resistant to compression that substance is.,contradiction
in both these studies  the bulk modulus of the fluorite-type phase was determined. ,contradiction
a deeper understanding of the diverse properties of iron and various steels is gained by inspecting the iron-carbon phase diagram.,contradiction
the bulk modulus of phase f was estimated from the structural and compositional relationship to superhydrous phase b and periclase.,contradiction
on increasing pressure further to 147 gpa  a phase transition takes place.,contradiction
pressure response is not bulk modulus; we reported a pressure response value of zno2 from 0.1 gpa to 4.8 gpa.,contradiction
the formula for bulk modulus is bulk modulus = -   pressure applied / fractional change in volume .,contradiction
here ru d- and o p-orbitals overlap  resulting in covalent bonding and a high calculated bulk modulus both for this material and for its osmium analogue  oso2.,contradiction
a material with a bulk modulus of 35 gpa loses one percent of its volume when subjected to an external pressure of 0.35 gpa  ~3500 bar .,contradiction
we show that this increase in bulk modulus can be explained in terms of the transition between relaxed and unrelaxed moduli that is observed at zero pressure  low temperatures  and higher frequencies.,contradiction
sheer bulk modulus of ni was found to increase in this experiment.,contradiction
when the gas is not ideal  these equations give only an approximation of the bulk modulus.,contradiction
rcoo3 yield a pressure of 80 gpa under extreme temperature.,contradiction
other moduli describe the materials response  strain  to other kinds of stress: the shear modulus describes the response to shear  and youngs modulus describes the response to linear stress. for a fluid  only the bulk modulus is meaningful.,contradiction
the enhancement of the bulk modulus and the reduction in transition pressure in nanocrystalline γ-fe2o3 have been confirmed in several experimental runs  including the use of two different pressuretransmitting media.,contradiction
it is possible to measure the bulk modulus using powder diffraction under applied pressure.,contradiction
the bulk modulus of the present work is obtained from the equation of state in a pressure range up to 10 gpa and valid for the crystalline core  making it difficult to compare with the result of trapp et al.,contradiction
using empirical formula developed by ourselves  bulk modulus b0 was found approximately 12–26 gpa see table 12 .,contradiction
bulk modulus is defined as the ratio of the infinitesimal pressure increase to the resulting relative decrease of the volume.,contradiction
yielding the liquidus phase requires bulk modulus to be at 12.0 gpa.,contradiction
liquids at pressures up to 12 gpa for three alkali silicate compositions  na2si2o5  na2si4o9  k2si4o9  and silica  sio2  reveal systematic changes in the melt structure.,contradiction
fe yielded pressure of 48 gpa.,contradiction
we performed a series of experiments in the system fe-fes at a pressure of 21 gpa and temperatures between 950 and 1400 °c  and we found two new iron-excess iron-sulfur compounds  fe3s and fe2s  formed at subsolidus temperatures. ,contradiction
acoustic velocities and refractive index of sio2 glass to 57.5 gpa by brillouin scattering.,contradiction
we calculated bulk modulus in gpa is consistent with experimental values.,contradiction
in addition  the total-energy calculation for pyrite structure has also been performed  which indicates its mechanical and energetic stability but much lower bulk modulus compared to the fluorite structure,contradiction
the band-gap has been calculated within the mbjlda approximation.,contradiction
in this paper  semiempirical formula for the bulk modulus  b in gpa  of perovskite structured solids are elaborated in terms of lattice constant  a in å  and product of ionic charges  zazbzc   of the bonding.,contradiction
by means of depth-sensing nanoindentation experiments  we directly evaluate the youngs modulus of bulk single crystals of tin selenide  25.3 gpa   as well as their hardness  0.82 gpa .,contradiction
it has a low bulk modulus and debye temperature despite of its non-layered structure.,contradiction
based on the compression test data  the young’s modulus is obtained as a function of temperature  and the young’s modulus at 1292 °c estimated from the compression test data is about 8.0 gpa  only one fifty-first of the value at 20 °c.,contradiction
the bulk modulus of nanowires  nws  and its temperature dependence were determined by a simple and convenient method based on temperature-dependent x-ray diffraction  xrd  measurement.,contradiction
the first pressure derivative of the isothermal bulk modulus increases with the increase of temperature when p &lt;100gpa  and then gradually keep a constant when p &gt;100gpa.,contradiction
the second pressure derivative of isothermal bulk modulus decreases with the increase of temperature when p &lt;40gpa  and then keep a constant when p &gt;40gpa. ,contradiction
the starting hexagonal structure transforms to an intermediate phase and i4/mmm structure above 10 gpa  and then converts into the i4/mmm structure completely above 47.2 gpa.,contradiction
mattesini  soler  and ynduráin computed the bulk modulus and youngs modulus of mof-5 in 2006  predicting that the material is readily compressible and soft  with a youngs modulus similar to that of oak wood  14.8 gpa.,contradiction
as the defect density increases from ∼3% to ∼26% of linkers missing  the bulk modulus decreases as expected; however  at higher defect densities  ∼28% missing linkers   the bulk modulus of uio-66 appears to increase  fig. 7 .,contradiction
this study reports two more new iron-sulfide compounds  fe2s and fe3s  formed at pressures greater than 21 gpa  and provides the crystal structure and bulk modulus of fe3s.,contradiction
the diffraction peaks of  200  disappeared at 6.4 gpa  and  211  and  202  disappeared at 10.0 gpa.,contradiction
the disappearance of the diffraction peaks is temporarily assigned as a possible phase transition.,contradiction
the high-pressure phase is stable up to 43.2 gpa in this study.,contradiction
however  it is difficult to determine the structure of the phase of hp-srn2 because the diffraction diagrams are significantly broadened and low intensity at higher pressure.,contradiction
we temporally ascribe the phase transition of srn2 to the rotation of diazenide units and the rearrangement of sr ions according to the rotation character of diazenide units in can2  ref. 19  under high pressure.,contradiction
as pressure is released to 0.6 gpa  the tetragonal structure recovered from the high-pressure orthorhombic structure  demonstrating a reversible phase transition of srn2.,contradiction
the bulk modulus of srn2 was fitted to the birch–murnaghan equation of state  eos where v0 is the unit cell volume at ambient pressure and v is the volume at the pressure of p.,contradiction
b0 is the bulk modulus at zero pressure and image file d0ra00789g-t3.tif is the pressure derivative of b0.,contradiction
the data measured below 11.2 gpa were used to yield the bulk modulus because the phase transitions occur at 12.0 gpa.,contradiction
the experimental pressure evolutions of the unit cell volume of srn2 are plotted in fig. 5.,contradiction
the bulk modulus of srn2 is larger than that of sr n3 2  which contradict to the longer n[double bond  length as m-dash]n bond of srn2.,contradiction
hence  covalent bonding between sr and n atoms is stronger in srn2  which resulted in a larger bulk modulus.,contradiction
the high-pressure in situ synchrotron xrd study of the synthesized srn2 up to 43.2 gpa revealed a pressure-induced tetragonal-to-orthorhombic phase transition at 12.0 gpa due to the rotation of diazenide units and the rearrangement of sr ions.,contradiction
in order to further analyze the bulk modulus of srn2 and sr n3 2  we calculated the bonding strength via computing the values of icohp  which shows stronger sr–n covalent bonds in srn2 than that in sr n3 2  leading the larger value of bulk modulus than that of sr n3 2.,contradiction
the synthesized srn2 was further studied under high pressure up to 43.2 gpa using in situ synchrotron x-ray diffraction to supplement the high-pressure exploration of alkaline earth diazenides.,contradiction
the srn2 underwent a possible phase transition from a tetragonal structure into an orthorhombic structure at 12.0 gpa.,contradiction
the larger bulk modulus of srn2 is attributed to the stronger covalent strength between sr and n atoms in srn2  which is confirmed by our theoretical calculations.,contradiction
the corresponding bulk modulus  b   shear modulus  g   young modulus  e   and poissons ratio  ν  are also obtained on basis of the voigt–reuss–hill approximation.35 clearly  our present elastic constants coincide with the previous theoretical values.11 21 as the al concentration decreases  the modulus of mabs are strengthened.,contradiction
the average hv from the empirical formula developed by ourselves37 are 12–26 gpa  tables s1 and s2†   which is consistent with experimental value of 7.0–21.7 gpa.46 among them  ta2al2b2  cr2al2b2  mo2al2b2  w2al2b2  sc2alb2  cr2alb2  mo2alb2  w2alb2  mn2alb2 possess higher modulus and hardness than other mab phases.,contradiction
thus  cr2alb2  mo2alb2 w2alb2 with high modulus  high hardness and low elastic anisotropies are highly anticipated for future material applications.,contradiction
the bulk modulus to shear modulus ratio  b/g  is an important measure of elasticity of a material.,contradiction
in orthorhombic materials  the cauchy pressure can be defined for the three different crystal directions: pa = c23–c44  pb = c13–c55  and pc = c12–c66  while is also an indicator of ductile behavior.,contradiction
as listed in tables s1 and s2 † the cauchy pressure of w2alb2  co2alb2 and ni2alb2 are positive in all the three directions.,contradiction
moreover  there is relation of intralayer b–b  b–m bond stiffness as cr2alb2 < mn2alb2 < fe2alb2  which also agrees with the relation of experimental hv of three 212-mab phases cr2alb2  7.0 gpa  < mn2alb2  9.6 gpa  < fe2alb2  14.7 gpa .10 analogously  some hypothetical compounds of tc2al2b2  tc2alb2 and w2alb2 probably possess higher hv value due to their higher bond stiffness of b–b and b–m bonds.,contradiction
as listed in tables s3 and s4 † mn2al2b2  sc2alb2  zr2alb2 and nb2alb2 have lower ratios  suggesting the contributions from interlayer weak m–al  al–b  al–al bonds to mechanical properties are also important  which will weaken the modulus and hardness to some extent.,contradiction
the ideal tensile strength for 222-mab are about 11–16 gpa from c axis  and the ideal tensile strength of 212-mab compounds are 13–39 gpa  respectively.,contradiction
compared with bulk γ-fe  a slightly larger youngs modulus indicates that the doping of cr helps to enhance the stiffness of the material and the ability to resist the reversible deformation of shear stress  but the ductility decreased slightly.,contradiction
compared with bulk iron the substitution of cr for fe promotes he migration between octahedral interstitials and hinders he diffusion between tetrahedral interstitials.,contradiction
it can be concluded that in model s1 and its bulk iron  helium atom may realize the diffusion from t1 to t3  but the presence of cr obstructs the migration of helium from t3 to t4 to some extent.,contradiction
for model s2 and its bulk iron  we found that the presence of cr atom in the alloy structures greatly restrains the diffusion of a single helium atom  which seems to be trapped in tetrahedral interstitial and cannot escape.,contradiction
according to x-ray diffraction experiments  zn2v2o7 experiences three structural phase transitions under relative small compression  pressure < 11 gpa   while in the other compounds there are no phase transitions in the same pressure range.7 in particular  in zn2v2o7 the transition from the ambient-pressure monoclinic polymorph  α-phase  to another monoclinic polymorph  β-phase  occurs at 1.1 gpa  ref. 7  and subsequent transitions take place at 3.8 gpa   to a triclinic polymorphs named as γ-phase  and 10.8 gpa  post-γ-phase .7 for two of the high-pressure  hp  polymorphs  β and γ  a crystal structure has been proposed from previous x-ray diffraction studies; however  the crystal structures have not been properly solved.7 the proposed structures involve large changes in the unit-cell volume and a modification of the coordination polyhedra.,contradiction
density-functional theory  dft  calculations have proven to be a quite efficient tool to study the hp behavior of ternary oxides  and in particular vanadates.9–12 in this work  we will use this technique to examine the existence of pressure-driven phase transitions in zn2v2o7.,contradiction
variable pressure studies ≤4.8 gpa indicate that densification of the unit cell induces the reverse effect  as the occupancy of the o 2  site increases and the palmierite contribution is suppressed.,contradiction
our results strongly suggest that by 5.2 gpa the o 3  position will be completely empty as the 9r unit cell stabilises with a network of octahedral mo6 units.,contradiction
pressure induces a flattening of m 1 o4 tetrahedra in the palmierite layers  as m 1 o6 octahedra become more regular in geometry.,contradiction
bond valence site energy calculations show that pressure increases the height of all energy barriers to migration along the three-dimensional diffusion pathways  increasing the energy of the dominant pathway from 0.35 to 0.95 ev.,contradiction
the relaxation energy  e2  disappears above 2.8 gpa  when the average polyhedral distortion  σ r   falls below 0.07 å  indicating the existence of a critical minimum.,contradiction
in particular  it has been reported that zn2v2o7  with a bulk modulus of 58 gpa  ref. 7   is extremely more compressible that related vanadates like znv2o6 and zn3v2o8  with bulk moduli of 129 and 120 gpa  respectively .,contradiction
therefore  variable pressure physical property measurements are warranted in order to investigate the use of these materials for multiparameter  p–t–h  triple sensors based on their conductivity response to pressure  temperature and humidity stimuli.,contradiction
we have reported the pressure response of ba3monbo8.5 between 0.1 mpa and 4.8 gpa.,contradiction
this variable pressure study highlights the inherent flexibility of this disordered material and the ability to subtly tune its hybrid structure using both pressure and temperature.,contradiction
the anionic lattice undergoes a smooth and continuous change in occupancy with p  while the metal cation lattice is more robust to pressure showing no discernible change at pressures < 3.8 gpa.,contradiction
the highly distorted structure of ba3monbo8.5 at ambient pressure becomes less distorted with p  as the average σ r  value falls and the second order jahn–teller distortion is suppressed.,contradiction
these findings indicate that pressure will most likely suppress ionic transport within the ba3m′m′′o8.5 family.,contradiction
the low bulk modulus also explains why such facile structural transformations are enabled with both pressure and temperature.,contradiction
for zto113  two phases were examined: the lithium niobate phase  r3c  space group 161; ln-zto113  and the ilmenite phase  r[3 with combining macron]  space group 148; il-zto113 .,contradiction
the stable phase of zto214 was reported to be an inverse spinel.12–15 if all of the octahedral sites are treated as symmetrically identical due to cation disordering  it is called a disordered inverse spinel zto214  dis-zto214   which belongs to the space group fd[3 with combining macron]m as the normal spinel.15 however  on the atomic scale  the occupancy of octahedral sites by two different metal elements might lower the symmetry of the structure  which is called an ordered inverse spinel zto214  ois-zto214 .,contradiction
for ois-zto214  three configurations were investigated: a tetragonal phase  p4122  space group 91; tetra-zto214  15 an orthorhombic phase  imma  space group 74; ortho-zto214 22 and a monoclinic phase  p1  space group 1; mono-zto214 .,contradiction
note that tetra-zto214 was calculated to have the lowest energy 15 and this was also confirmed by this calculation.,contradiction
the primitive cell of each phase was defined in comparison with the conventional unit cell of the cubic spinel  as shown in fig. 3.,contradiction
tables 2 and 3 show the volume of the unit cell and the bulk modulus for each phase from the lda and gga calculations  respectively.,contradiction
zno in the wurtzite structure and sno2 in the rutile structure were also calculated as references.,contradiction
the volumes and bulk moduli were obtained from the bm-eoss.29 the difference between the energy obtained using the relaxed volume and that obtained using the volume fitted to the eos was negligible  below 1 mev f.u.−1.,contradiction
the calculated volumes of the optimized cells agree well with the experimental data  to within an error of 5%.,contradiction
to the best of the authors knowledge  the bulk moduli of the ternary oxides of zto have scarcely been reported experimentally  making the verification of the calculation results by comparing them with experimental results improbable.,contradiction
in order to verify the validity of the calculation of the bulk moduli  therefore  the calculated bulk moduli of the binary oxides  zno and sno2  were compared with experimental data.,contradiction
the bulk moduli from the lda calculations were close to the experimental values  however  those from the gga calculations were quite a bit lower than the experimental values.,contradiction
the bulk moduli of the three ois-zto214 phases and dis-zto214 are similar regardless of the space group  i.e.  regardless of the configuration of the octahedral sites within the same exchange-correlation functionals.,contradiction
in contrast  the ln-zto113 phase shows a slightly higher bulk modulus than the il-zto113 phase.,contradiction
the elastic and thermodynamic properties of tetragonal be12ti under high temperature and pressure are investigated by first-principles calculations based on pseudopotential plane-wave density functional theory  dft  within the generalized gradient approximation  gga  and quasi-harmonic approximation  qha .,contradiction
the calculated lattice parameters and bulk modulus are in good agreement with the available experimental data.,contradiction
the calculated elastic constants of be12ti increase monotonously with increasing pressure  and the elastic stability criterion and the phonon dispersion calculation show that the be12ti crystal satisfies the mechanical and dynamic stability under applied pressure  0–100 gpa .,contradiction
the related mechanical properties such as bulk modulus  b   shear modulus  g   youngs modulus  e   and poissons ratio  ν  are also studied for polycrystalline of be12ti; the calculated b/g value shows that be12ti behaves in a brittle manner  and higher pressure can significantly improve the brittleness of be12ti.,contradiction
the direction-dependent youngs modulus and bulk modulus of be12ti are dealt with in detail under pressure from 0 gpa to 100 gpa.,contradiction
the pressure and temperature dependencies of the relative volume  the bulk modulus  the elastic constants  the heat capacity and the thermal expansion coefficient  as well as the entropy are obtained and discussed using the quasi-harmonic approximation in the ranges of temperature 0–1600 k and pressure 0–100 gpa.,contradiction
in order to determine the equilibrium structure of be12ti  we first carried out the structural optimization calculation under different pressure  pressure range of 0–100 gpa   obtained the corresponding energy e and volume v.,contradiction
then  fitted above the e and v to the birch–murnaghan equation of state  eos 29 to get the bulk modulus  b0  and its pressure derivative at 0 k and 0 gpa.,contradiction
fitted energy e – volume v relations of be12ti are shown in fig. 2  and the fitting results of the bulk b0 and its derivative and equilibrium lattice constants are given in table 1.,contradiction
it can be seen from table 1 that the calculated lattice constants  a and c  and bulk modulus  b0  are very close to the previous experimental data35 36 even the experimental values were obtained in the 273 k environment  while pressure derivative has not yet been compared with the experimental data.,contradiction
usually  the pressure can deform the material and even cause the phase transition of the material.,contradiction
but for different materials  the effect of pressure on the structure parameters is different.,contradiction
fig. 3 shows the variation of a/a0  c/c0  and v/v0 with pressure in the range of 0 to 100 gpa  where a0  c0 and v0 denote the equilibrium structural parameters and cell volume at t = 0 k and p = 0 gpa  respectively.,contradiction
it can be seen that with increasing pressure  the equilibrium ratios a/a0  c/c0 and v/v0 decrease smoothly  but v/v0 decrease quickly than c/c0 and a/a0  and c/c0 decreases slightly faster than a/a0  indicating that the compression along the a-axis is slightly smaller than that along the c-axis.,contradiction
this suggests that the lattice constant c is more sensitive to external pressure than a.,contradiction
nevertheless  change value of the a/c is not large and it remains almost constant in the range of pressure from 0 to 100 gpa.,contradiction
in the fig. 4 a  and  b   we presented the elastic constants and its increasing rate with pressure of be12ti under various pressures.,contradiction
from fig. 4 a   we can see that all elastic constants increase with applied pressure up to 100 gpa for be12ti.,contradiction
the increasing rate of each elastic constant with pressure is derived from the slope of the corresponding linear fitted curve  as shown in fig. 4 b .,contradiction
according to calculated elastic constants and mentioned formulas in ref. 34  we have calculated the mechanical properties of be12ti under various pressure  such as bulk modulus b  shear modulus g  youngs modulus e  and poissons ration ν  which are listed with other theoretical data in table 2.,contradiction
on the other hand  the bulk modulus b and shear modulus g can represent the resistance to volume change and shape change  respectively.,contradiction
the youngs modulus is related to the stiffness of materials.,contradiction
from table 2  we also found that the bulk modulus b and shear modulus g and youngs modulus e increase with growing pressures till 40 gpa  indicating that the increase of resistance ability to volume and shape  and the stiffness of be12ti is getting harder and harder  and the be12ti becomes more and more difficult to compress as pressure increases.,contradiction
at the same time the value of b is greater than g  implies the principal parameter limiting the stability of tetragonal be12ti is the shear modulus.37 for a tetragonal crystal  the traditional mechanical stability conditions under isotropic pressure are given by the following equations:38 [c with combining tilde]11 > 0  [c with combining tilde]33 > 0  [c with combining tilde]44 > 0  [c with combining tilde]66 > 0  [c with combining tilde]11 − [c with combining tilde]12 > 0   [c with combining tilde]33 + [c with combining tilde]11 − 2[c with combining tilde]13  > 0   2[c with combining tilde]11 + 2[c with combining tilde]12 + [c with combining tilde]33 + 4[c with combining tilde]13  > 0	 3 where [c with combining tilde]αα = cαα − p  a = 1  3  4  6   [c with combining tilde]12 = c12 + p  [c with combining tilde]13 = c13 + p.,contradiction
it is evident that from calculated results the elastic constants of be12ti satisfy all of these conditions above at pressure up to 100 gpa  which indicates that tetragonal structure be12ti under applies pressure is elastic stable.,contradiction
in order to determine the dynamic stability under the pressure considered  we also calculate the phonon dispersion based on linear response  dfpt  for the 2 × 2 × 2 supercell with 104 atoms at 0  20  40  60 gpa and 100 gp in fig. 5 where no imaginary frequencies in the whole brillouin zone of be12ti and do not show any anomaly for all the phonon modes  confirming that be12ti with tetragonal structure is at least stable dynamically up to 100 gpa.,contradiction
meanwhile  we found that the acoustic and optical modes become more compact and frequency range increase as the pressure increasing  when the pressure reaches 100 gpa  the phonon spectrum intervals between acoustic and optical modes have disappeared.,contradiction
as for be12ti  its poissons ratio value has been listed in table 2  we can see that from table 2 all poissons ratio values are less than 1/3 under applied pressure  which means that the be12ti is brittle in nature.39 meanwhile  according to the pughs criterion 41 the ratio of the bulk modulus to the shear modules b/g can be used to predict the whether a material will behave in a brittle or ductile manner.,contradiction
in this study  calculated b/g values for tetragonal be12ti as a function of pressure are shown in table 2 and fig. 6.,contradiction
it is noted that the value of b/g is 0.90 at 0 k and 0 gpa  showing that tetragonal be12ti has a brittle nature under these conditions.,contradiction
when applied pressure increases from 0 gpa to 100 gpa  b/g monotonously increases from 0.90 to 1.09  which is always remaining smaller than 1.75.,contradiction
this indicates that be12ti will also behave in a brittle manner at pressure up to 100 gpa  but it has a tendency towards the development of ductility  indicating that the external pressure can improve the brittleness of tetragonal be12ti alloys.,contradiction
such as phase transformation  precipitation  dislocation dynamics  and microcracks formation i.e.41 usually  the elastic anisotropy can be represented by three elastic factors  which are shear anisotropic factors  a1  a2 and a3  of different crystallographic planes and universal anisotropic index  au  and the percentage of anisotropy in compression and shear  ab and ag .,contradiction
in this work  we have calculated above three type anisotropy of tetragonal be12ti under applied pressure and listed in table 3  the detail calculation equations as follows42 43 where the a1  a2  a3 are shear anisotropic factor for the  001  and  010  and  100  shear planes  respectively.,contradiction
the bv  br  gv  and gr stand for the voigt and reuss approximation for bulk modulus  b  and shear modulus  g   respectively.,contradiction
from table 3  one can see clearly that a1 and a2 are smaller than one  when the applied pressure increases  the a1 and a2 only have slightly changed than that value at zero pressure.,contradiction
as for percentage of anisotropy ab and ag  it is found that as the pressure increases  the anisotropy of ab almost keep constant  whereas the shear modulus anisotropy ag increases gently indicating that tetragonal be12ti is more anisotropy in shear than in compressibility.,contradiction
meanwhile  the calculated value of ag is larger that ab under different pressure  also implying that the shear modulus shows stronger directional dependence than bulk modulus.,contradiction
actually  the anisotropy of material also can be revealed by three dimensional curved surfaces of youngs and bulk modulus on crystallographic directions.,contradiction
for a tetragonal structure be12ti  the direction dependent of youngs modulus  e  and bulk modulus  b  is defined as follows: where sij are the elastic compliance constants  and l1  l2 and l3 are the directional cosines to the x  y and z axes under spherical coordinates  respectively. ,contradiction
from fig. 7 and 8  we can see that the distances between the origin of coordinate and the 3d surface are not same in any direction  and the youngs and bulk modulus have small changes under high pressure  implies that as increasing of pressure from 0 gpa to 40 gpa  the elastic anisotropy of be12ti becomes not more obvious.,contradiction
we have used the quasi-harmonic approximation  qha  to investigate the thermodynamic properties of tetragonal be12ti in the temperature range 0–1600 k and pressure range 0–100 gpa  which has been successfully applied to several materials 45–47 the detail calculation method are presented in ref. 46 and are not described here.,contradiction
to obtain the equilibrium volume and bulk modulus of be12ti at different temperature  we have calculated the helmholtz free energy f v  t  dependence of the volume v  the equilibrium volume and the bulk modulus are obtained by above the formula  1  birch–murnaghan eos.,contradiction
also  clearly  the bulk modulus decreases with the increase of temperature from 0 k to 1600 k  and when the temperature is near 270 k  the calculated result of bulk modulus are close to the experimental data.,contradiction
according to the laws of thermodynamics  there are two kinds of heat capacities in a material  namely heat capacity at constant volume cv and heat capacity at constant pressure cp  the cv and cp can be calculated from ref. 46.,contradiction
meanwhile  the constant volume cv at various pressure is calculated and displayed in fig. 12.,contradiction
it is obvious that the cv at different pressure has a similar trend if compared with the cv at 0 gpa.,contradiction
that is while t < 400 k cv increases rapidly with temperature at a given pressure and decreases with increasing pressure at a given temperature.,contradiction
namely  the variation of cv is dependent on both temperature and pressure at low temperature.,contradiction
the effects of temperature on heat capacity are more significant than that of the pressure for be12ti  and the cv is more sensitive to the temperature than that of the pressure.,contradiction
here  we also plotted the change of entropy with temperature at various pressure in fig. 13 for be12ti.,contradiction
the dependence of the thermal expansion α with temperature t and pressure p is illustrated in fig. 14.,contradiction
the comparison demonstrates that our calculated results are in excellent agreement with the experimental data in the temperature range 300–800 k.,contradiction
in this work  the structure  elastic anisotropy and thermodynamic properties of tetragonal be12ti at different temperature and pressure are investigated using the pseudo-potential plane-wave method in combination with the quasi-harmonic approximation.,contradiction
the calculated equilibrium structure parameters and bulk modulus are good agreement with the available experimental data and other theoretical results.,contradiction
the calculated elastic constants cij and interrelated quantities g  e  ν show that be12ti alloy possesses brittle nature at ambient conditions and be12ti exhibits no pronounced elastic anisotropy by the 3d surface of youngs modulus.,contradiction
the higher the temperature  cell compression for be12ti at a given pressure is more difficult.,contradiction
the pressure and temperature dependence of heat capacity and thermal expansion are also predicted in the pressure ranges of 0–100 gpa and temperature range of 0–1600 k.,contradiction
heat capacity cv of different pressure is found to increase with temperature and close to the dulong–petit limit at high temperatures.,contradiction
